Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11
1.02431E-05,-0.3352,-0.5411,-9.7138,-0.0012,-0.0006,0.0005,52.4599,75.1686,-45.729,1.024305556
1.02431E-05,-0.3352,-0.5411,-9.7138,-0.0012,-0.0006,0.0005,52.4599,75.1686,-45.729,1.024305556
1.02431E-05,-0.328,-0.5124,-9.7233,-0.0006,-0.0011,-0.0001,50.2741,75.5317,-47.4744,1.024305556
1.02431E-05,-0.328,-0.5124,-9.7233,-0.0006,-0.0011,-0.0001,50.2741,75.5317,-47.4744,1.024305556
1.14815E-05,-0.34,-0.5315,-9.7521,-0.0006,-0.0006,-0.0006,50.2741,75.5317,-47.4744,1.148148148
1.14815E-05,-0.34,-0.5315,-9.7521,-0.0006,-0.0006,-0.0006,50.2741,75.5317,-47.4744,1.148148148
1.14815E-05,-0.3352,-0.5315,-9.7281,-0.0012,0.0005,0.001,50.2741,75.5317,-47.4744,1.148148148
1.14815E-05,-0.3496,-0.522,-9.7257,0.0004,0.0005,0.0005,50.2741,75.5317,-47.4744,1.148148148
1.14815E-05,-0.3496,-0.522,-9.7257,0.0004,0.0005,0.0005,50.2741,75.5317,-47.4744,1.148148148
1.14815E-05,-0.3376,-0.5244,-9.7138,-0.0012,-0.0006,-0.0006,50.2741,75.5317,-47.4744,1.148148148
1.14815E-05,-0.3376,-0.5244,-9.7138,-0.0012,-0.0006,-0.0006,50.2741,75.5317,-47.4744,1.148148148
1.14815E-05,-0.3113,-0.5148,-9.7305,-0.0001,0.001,-0.0001,50.2741,75.5317,-47.4744,1.148148148
1.14815E-05,-0.3113,-0.5148,-9.7305,-0.0001,0.001,-0.0001,50.2741,75.5317,-47.4744,1.148148148
1.28472E-05,-0.3328,-0.5052,-9.7401,-0.0001,-0.0006,0.0005,50.2741,75.5317,-47.4744,1.284722222
1.28472E-05,-0.3472,-0.5148,-9.7377,-0.0001,-0.0006,0.0005,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.3472,-0.5148,-9.7377,-0.0001,-0.0006,0.0005,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.3352,-0.5148,-9.709,-0.0001,0,-0.0011,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.3352,-0.5148,-9.709,-0.0001,0,-0.0011,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.3544,-0.5196,-9.7305,-0.0006,-0.0006,-0.0001,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.3544,-0.5196,-9.7305,-0.0006,-0.0006,-0.0001,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.352,-0.51,-9.7233,-0.0012,0,0.0005,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.34,-0.5244,-9.6683,-0.0006,0.0005,-0.0001,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.34,-0.5244,-9.6683,-0.0006,0.0005,-0.0001,50.6384,74.8055,-44.6818,1.284722222
1.28472E-05,-0.352,-0.5268,-9.7305,0.0004,-0.0011,0.001,50.6384,74.8055,-44.6818,1.284722222
1.41435E-05,-0.352,-0.5268,-9.7305,0.0004,-0.0011,0.001,50.6384,74.8055,-44.6818,1.414351852
1.41435E-05,-0.3448,-0.5315,-9.7569,-0.0001,0,0.0015,52.642,75.3502,-45.9036,1.414351852
1.41435E-05,-0.3448,-0.5315,-9.7569,-0.0001,0,0.0015,52.642,75.3502,-45.9036,1.414351852
1.41435E-05,-0.3376,-0.5004,-9.7449,-0.0001,0,-0.0001,52.642,75.3502,-45.9036,1.414351852
1.41435E-05,-0.3256,-0.5339,-9.7353,-0.0001,0,-0.0006,52.642,75.3502,-45.9036,1.414351852
1.41435E-05,-0.3256,-0.5339,-9.7353,-0.0001,0,-0.0006,52.642,75.3502,-45.9036,1.414351852
1.41435E-05,-0.352,-0.5387,-9.7281,0.0004,0.0005,-0.0006,52.642,75.3502,-45.9036,1.414351852
1.41435E-05,-0.352,-0.5387,-9.7281,0.0004,0.0005,-0.0006,52.642,75.3502,-45.9036,1.414351852
1.41435E-05,-0.3328,-0.5148,-9.7281,0.0004,-0.0006,-0.0001,52.642,75.3502,-45.9036,1.414351852
1.41435E-05,-0.3328,-0.5148,-9.7281,0.0004,-0.0006,-0.0001,52.642,75.3502,-45.9036,1.414351852
1.53241E-05,-0.34,-0.5196,-9.721,-0.0001,-0.0006,-0.0001,52.642,75.3502,-45.9036,1.532407407
1.53241E-05,-0.3544,-0.5244,-9.7305,-0.0001,-0.0006,-0.0006,49.7276,74.987,-47.649,1.532407407
1.53241E-05,-0.3544,-0.5244,-9.7305,-0.0001,-0.0006,-0.0006,49.7276,74.987,-47.649,1.532407407
1.53241E-05,-0.3376,-0.5124,-9.7186,0.0004,-0.0011,0.0005,49.7276,74.987,-47.649,1.532407407
1.53241E-05,-0.3376,-0.5124,-9.7186,0.0004,-0.0011,0.0005,49.7276,74.987,-47.649,1.532407407
1.53241E-05,-0.3304,-0.5196,-9.7281,-0.0006,-0.0011,-0.0001,49.7276,74.987,-47.649,1.532407407
1.53241E-05,-0.3304,-0.5196,-9.7281,-0.0006,-0.0011,-0.0001,49.7276,74.987,-47.649,1.532407407
1.53241E-05,-0.3256,-0.5435,-9.721,0.001,-0.0006,-0.0001,49.7276,74.987,-47.649,1.532407407
1.53241E-05,-0.3376,-0.5148,-9.709,0.0004,0.001,0.0005,49.7276,74.987,-47.649,1.532407407
1.65046E-05,-0.3376,-0.5148,-9.709,0.0004,0.001,0.0005,49.7276,74.987,-47.649,1.650462963
1.65046E-05,-0.3256,-0.5315,-9.7042,0.0004,0.0005,0.0005,49.7276,74.987,-47.649,1.650462963
1.65046E-05,-0.3256,-0.5315,-9.7042,0.0004,0.0005,0.0005,49.7276,74.987,-47.649,1.650462963
1.65046E-05,-0.3065,-0.5196,-9.7377,0.001,-0.0011,-0.0011,51.1848,73.8976,-46.2527,1.650462963
1.65046E-05,-0.3065,-0.5196,-9.7377,0.001,-0.0011,-0.0011,51.1848,73.8976,-46.2527,1.650462963
1.65046E-05,-0.3161,-0.5124,-9.7449,0.0015,-0.0006,0.0005,51.1848,73.8976,-46.2527,1.650462963
1.65046E-05,-0.3376,-0.5172,-9.7497,-0.0006,-0.0006,-0.0006,51.1848,73.8976,-46.2527,1.650462963
1.65046E-05,-0.3376,-0.5172,-9.7497,-0.0006,-0.0006,-0.0006,51.1848,73.8976,-46.2527,1.650462963
1.65046E-05,-0.3376,-0.522,-9.7162,-0.0001,0,-0.0001,51.1848,73.8976,-46.2527,1.650462963
1.78472E-05,-0.3376,-0.522,-9.7162,-0.0001,0,-0.0001,51.1848,73.8976,-46.2527,1.784722222
1.78472E-05,-0.3424,-0.5507,-9.7138,0.0004,0.0005,0.0005,51.1848,73.8976,-46.2527,1.784722222
1.78472E-05,-0.3424,-0.5507,-9.7138,0.0004,0.0005,0.0005,51.1848,73.8976,-46.2527,1.784722222
1.78472E-05,-0.3472,-0.5363,-9.7305,-0.0006,-0.0006,0.0005,51.1848,73.8976,-46.2527,1.784722222
1.78472E-05,-0.3615,-0.5363,-9.7401,0.001,0,-0.0001,51.1848,73.8976,-46.2527,1.784722222
1.78472E-05,-0.3615,-0.5363,-9.7401,0.001,0,-0.0001,51.1848,73.8976,-46.2527,1.784722222
1.78472E-05,-0.3208,-0.5268,-9.7329,-0.0001,-0.0006,0.0005,50.2741,75.5317,-45.38,1.784722222
1.78472E-05,-0.3208,-0.5268,-9.7329,-0.0001,-0.0006,0.0005,50.2741,75.5317,-45.38,1.784722222
1.78472E-05,-0.3328,-0.5196,-9.7257,-0.0012,0.0005,0.001,50.2741,75.5317,-45.38,1.784722222
1.78472E-05,-0.3328,-0.5196,-9.7257,-0.0012,0.0005,0.001,50.2741,75.5317,-45.38,1.784722222
1.90509E-05,-0.3328,-0.5339,-9.7449,-0.0001,0,-0.0001,50.2741,75.5317,-45.38,1.905092593
1.90509E-05,-0.3496,-0.51,-9.7305,-0.0001,-0.0006,0.0005,50.2741,75.5317,-45.38,1.905092593
1.90509E-05,-0.3496,-0.51,-9.7305,-0.0001,-0.0006,0.0005,50.2741,75.5317,-45.38,1.905092593
1.90509E-05,-0.34,-0.5148,-9.7233,0.001,-0.0006,0.0005,50.2741,75.5317,-45.38,1.905092593
1.90509E-05,-0.34,-0.5148,-9.7233,0.001,-0.0006,0.0005,50.2741,75.5317,-45.38,1.905092593
1.90509E-05,-0.3424,-0.5196,-9.6922,-0.0012,-0.0011,0.0005,50.2741,75.5317,-45.38,1.905092593
1.90509E-05,-0.3424,-0.5196,-9.6922,-0.0012,-0.0011,0.0005,50.2741,75.5317,-45.38,1.905092593
1.90509E-05,-0.3352,-0.5291,-9.7545,-0.0001,-0.0006,-0.0001,52.4599,75.5317,-47.1253,1.905092593
1.90509E-05,-0.3352,-0.5291,-9.7545,-0.0001,-0.0006,-0.0001,52.4599,75.5317,-47.1253,1.905092593
2.03472E-05,-0.3472,-0.5052,-9.7473,0.0004,-0.0006,-0.0001,52.4599,75.5317,-47.1253,2.034722222
2.03472E-05,-0.3208,-0.5004,-9.7473,0.0004,0,0.0005,52.4599,75.5317,-47.1253,2.034722222
2.03472E-05,-0.3208,-0.5004,-9.7473,0.0004,0,0.0005,52.4599,75.5317,-47.1253,2.034722222
2.03472E-05,-0.3472,-0.5124,-9.7114,-0.0012,-0.0006,-0.0001,52.4599,75.5317,-47.1253,2.034722222
2.03472E-05,-0.3472,-0.5124,-9.7114,-0.0012,-0.0006,-0.0001,52.4599,75.5317,-47.1253,2.034722222
2.03472E-05,-0.3472,-0.5196,-9.7329,-0.0001,0,0.0005,52.4599,75.5317,-47.1253,2.034722222
2.03472E-05,-0.3472,-0.5196,-9.7329,-0.0001,0,0.0005,52.4599,75.5317,-47.1253,2.034722222
2.03472E-05,-0.3376,-0.5148,-9.7186,0.0004,0.0005,0.001,52.4599,75.5317,-47.1253,2.034722222
2.03472E-05,-0.3352,-0.5339,-9.7617,0.001,0,0.001,52.2777,75.3502,-46.6017,2.034722222
2.03472E-05,-0.3352,-0.5339,-9.7617,0.001,0,0.001,52.2777,75.3502,-46.6017,2.034722222
2.16204E-05,-0.3328,-0.5291,-9.7186,-0.0001,0,-0.0011,52.2777,75.3502,-46.6017,2.162037037
2.16204E-05,-0.3328,-0.5291,-9.7186,-0.0001,0,-0.0011,52.2777,75.3502,-46.6017,2.162037037
2.16204E-05,-0.3376,-0.51,-9.721,-0.0012,-0.0006,-0.0006,52.2777,75.3502,-46.6017,2.162037037
2.16204E-05,-0.3376,-0.51,-9.721,-0.0012,-0.0006,-0.0006,52.2777,75.3502,-46.6017,2.162037037
2.16204E-05,-0.3376,-0.4956,-9.7186,-0.0001,0.0005,0.0015,52.2777,75.3502,-46.6017,2.162037037
2.16204E-05,-0.3328,-0.5291,-9.7305,0.0004,-0.0016,-0.0011,52.2777,75.3502,-46.6017,2.162037037
2.16204E-05,-0.3328,-0.5291,-9.7305,0.0004,-0.0016,-0.0011,52.2777,75.3502,-46.6017,2.162037037
2.16204E-05,-0.3496,-0.5196,-9.7401,0.0004,-0.0011,-0.0006,52.2777,75.3502,-46.6017,2.162037037
2.16204E-05,-0.3496,-0.5196,-9.7401,0.0004,-0.0011,-0.0006,52.2777,75.3502,-46.6017,2.162037037
2.28356E-05,-0.3376,-0.5244,-9.7329,-0.0006,0,0.001,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.3376,-0.5244,-9.7329,-0.0006,0,0.001,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.328,-0.522,-9.7473,-0.0001,0,0.0005,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.3472,-0.5291,-9.7186,-0.0006,0.0005,0.001,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.3472,-0.5291,-9.7186,-0.0006,0.0005,0.001,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.3328,-0.5172,-9.721,-0.0006,-0.0006,0.0005,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.3328,-0.5172,-9.721,-0.0006,-0.0006,0.0005,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.3304,-0.5315,-9.7377,-0.0012,0,0.001,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.3304,-0.5315,-9.7377,-0.0012,0,0.001,51.367,73.7161,-46.7763,2.283564815
2.28356E-05,-0.34,-0.5268,-9.7473,-0.0012,0.0005,0.0005,51.367,73.7161,-46.7763,2.283564815
2.41319E-05,-0.3352,-0.5148,-9.7305,-0.0006,0,0.0005,51.367,73.7161,-46.7763,2.413194444
2.41319E-05,-0.3352,-0.5148,-9.7305,-0.0006,0,0.0005,51.367,73.7161,-46.7763,2.413194444
2.41319E-05,-0.3304,-0.522,-9.709,-0.0006,0,0.001,52.4599,76.258,-46.0781,2.413194444
2.41319E-05,-0.3304,-0.522,-9.709,-0.0006,0,0.001,52.4599,76.258,-46.0781,2.413194444
2.41319E-05,-0.3472,-0.522,-9.709,0.002,-0.0006,0.0005,52.4599,76.258,-46.0781,2.413194444
2.41319E-05,-0.3472,-0.522,-9.709,0.002,-0.0006,0.0005,52.4599,76.258,-46.0781,2.413194444
2.41319E-05,-0.3232,-0.5291,-9.7257,-0.0006,-0.0011,0.0005,52.4599,76.258,-46.0781,2.413194444
2.41319E-05,-0.328,-0.5124,-9.7353,-0.0006,-0.0011,-0.0001,52.4599,76.258,-46.0781,2.413194444
2.41319E-05,-0.328,-0.5124,-9.7353,-0.0006,-0.0011,-0.0001,52.4599,76.258,-46.0781,2.413194444
2.54051E-05,-0.3376,-0.522,-9.7281,0.001,-0.0006,-0.0001,52.4599,76.258,-46.0781,2.540509259
2.54051E-05,-0.3376,-0.522,-9.7281,0.001,-0.0006,-0.0001,52.4599,76.258,-46.0781,2.540509259
2.54051E-05,-0.3304,-0.5244,-9.6874,-0.0006,-0.0006,-0.0006,52.4599,76.258,-46.0781,2.540509259
2.54051E-05,-0.3304,-0.5244,-9.6874,-0.0006,-0.0006,-0.0006,52.4599,76.258,-46.0781,2.540509259
2.54051E-05,-0.3448,-0.522,-9.7784,-0.0006,0,-0.0001,50.4562,74.2608,-47.649,2.540509259
2.54051E-05,-0.3496,-0.5148,-9.7114,-0.0001,-0.0006,0.001,50.4562,74.2608,-47.649,2.540509259
2.54051E-05,-0.3496,-0.5148,-9.7114,-0.0001,-0.0006,0.001,50.4562,74.2608,-47.649,2.540509259
2.54051E-05,-0.3472,-0.5244,-9.7186,-0.0001,0,0.0005,50.4562,74.2608,-47.649,2.540509259
2.54051E-05,-0.3472,-0.5244,-9.7186,-0.0001,0,0.0005,50.4562,74.2608,-47.649,2.540509259
2.54051E-05,-0.3424,-0.4932,-9.7377,0.0004,0,0.0005,50.4562,74.2608,-47.649,2.540509259
2.66898E-05,-0.3424,-0.4932,-9.7377,0.0004,0,0.0005,50.4562,74.2608,-47.649,2.668981481
2.66898E-05,-0.3376,-0.5148,-9.7401,-0.0001,0.0005,-0.0001,50.4562,74.2608,-47.649,2.668981481
2.66898E-05,-0.3208,-0.5196,-9.7138,-0.0006,0,-0.0006,50.4562,74.2608,-47.649,2.668981481
2.66898E-05,-0.3208,-0.5196,-9.7138,-0.0006,0,-0.0006,50.4562,74.2608,-47.649,2.668981481
2.66898E-05,-0.3448,-0.5363,-9.7281,-0.0012,-0.0011,0.0005,50.8205,73.1714,-45.2054,2.668981481
2.66898E-05,-0.3448,-0.5363,-9.7281,-0.0012,-0.0011,0.0005,50.8205,73.1714,-45.2054,2.668981481
2.66898E-05,-0.3687,-0.51,-9.6994,0.0004,-0.0006,-0.0001,50.8205,73.1714,-45.2054,2.668981481
2.66898E-05,-0.3687,-0.51,-9.6994,0.0004,-0.0006,-0.0001,50.8205,73.1714,-45.2054,2.668981481
2.66898E-05,-0.3424,-0.5124,-9.7066,-0.0001,0,-0.0001,50.8205,73.1714,-45.2054,2.668981481
2.66898E-05,-0.3591,-0.5124,-9.709,-0.0012,-0.0006,-0.0001,50.8205,73.1714,-45.2054,2.668981481
