0:00:00.004	-0.3184 -0.5315 -9.7210 -0.0006 -0.0000 -0.0006 50.0919 75.7133 -46.2527
0:00:00.004	-0.3184 -0.5315 -9.7210 -0.0006 -0.0000 -0.0006 50.0919 75.7133 -46.2527
0:00:00.004	-0.3328 -0.5076 -9.7066 0.0004 0.0005 0.0005 50.0919 75.7133 -46.2527
0:00:00.004	-0.3328 -0.5076 -9.7066 0.0004 0.0005 0.0005 50.0919 75.7133 -46.2527
0:00:00.004	-0.3328 -0.5220 -9.7114 -0.0012 0.0005 0.0005 50.0919 75.7133 -46.2527
0:00:00.004	-0.3328 -0.5220 -9.7114 -0.0012 0.0005 0.0005 50.0919 75.7133 -46.2527
0:00:00.004	-0.3328 -0.5507 -9.6994 -0.0006 -0.0006 0.0005 50.0919 75.7133 -46.2527
0:00:00.004	-0.3352 -0.5291 -9.7305 -0.0001 -0.0006 0.0010 52.6420 74.2608 -45.9036
0:00:00.004	-0.3352 -0.5291 -9.7305 -0.0001 -0.0006 0.0010 52.6420 74.2608 -45.9036
0:00:00.004	-0.3544 -0.5124 -9.7162 -0.0012 -0.0000 -0.0006 52.6420 74.2608 -45.9036
0:00:00.004	-0.3544 -0.5124 -9.7162 -0.0012 -0.0000 -0.0006 52.6420 74.2608 -45.9036
0:00:00.004	-0.3496 -0.5100 -9.7473 -0.0006 -0.0006 -0.0001 52.6420 74.2608 -45.9036
0:00:00.004	-0.3496 -0.5100 -9.7473 -0.0006 -0.0006 -0.0001 52.6420 74.2608 -45.9036
0:00:00.004	-0.3400 -0.5028 -9.7042 0.0015 -0.0000 -0.0006 52.6420 74.2608 -45.9036
0:00:00.004	-0.3352 -0.5220 -9.7353 -0.0006 0.0005 -0.0006 52.6420 74.2608 -45.9036
0:00:00.004	-0.3352 -0.5220 -9.7353 -0.0006 0.0005 -0.0006 52.6420 74.2608 -45.9036
0:00:00.004	-0.3424 -0.5148 -9.6994 0.0004 -0.0006 -0.0001 52.6420 74.2608 -45.9036
0:00:00.004	-0.3424 -0.5148 -9.6994 0.0004 -0.0006 -0.0001 52.6420 74.2608 -45.9036
0:00:00.004	-0.3328 -0.5148 -9.7760 -0.0006 -0.0006 -0.0001 52.6420 74.2608 -45.9036
0:00:00.004	-0.3328 -0.5148 -9.7760 -0.0006 -0.0006 -0.0001 52.6420 74.2608 -45.9036
0:00:00.124	-0.3304 -0.4980 -9.7233 0.0004 -0.0011 0.0005 50.8205 75.7133 -47.6490
0:00:00.124	-0.3472 -0.5268 -9.7257 -0.0006 -0.0000 0.0010 50.8205 75.7133 -47.6490
0:00:00.124	-0.3472 -0.5268 -9.7257 -0.0006 -0.0000 0.0010 50.8205 75.7133 -47.6490
0:00:00.124	-0.3448 -0.5052 -9.7138 -0.0012 -0.0011 0.0005 50.8205 75.7133 -47.6490
0:00:00.124	-0.3448 -0.5052 -9.7138 -0.0012 -0.0011 0.0005 50.8205 75.7133 -47.6490
0:00:00.124	-0.3448 -0.5076 -9.7449 0.0004 -0.0000 0.0005 50.8205 75.7133 -47.6490
0:00:00.124	-0.3448 -0.5076 -9.7449 0.0004 -0.0000 0.0005 50.8205 75.7133 -47.6490
0:00:00.124	-0.3400 -0.5220 -9.7210 -0.0001 0.0005 0.0010 50.8205 75.7133 -47.6490
0:00:00.124	-0.3376 -0.5100 -9.7329 -0.0001 -0.0000 -0.0001 50.8205 75.7133 -47.6490
0:00:00.124	-0.3376 -0.5100 -9.7329 -0.0001 -0.0000 -0.0001 50.8205 75.7133 -47.6490
