0:00:00.024	0.023577,0.003329,-9.818560,0.000024,0.000947,-0.000201,30.603071,-0.122338,-8.532953,
0:00:00.131	0.009158,0.003329,-9.847169,0.000290,0.000414,-0.001266,30.123598,-0.679261,-7.543784,
0:00:00.353	0.023577,0.012932,-9.837633,-0.000908,-0.000385,0.000332,30.603071,-1.607466,-8.532953,
0:00:00.572	0.028384,0.003329,-9.842401,0.000423,-0.000119,-0.000201,30.123598,0.063303,-9.917787,
0:00:00.681	0.033190,-0.006273,-9.823328,-0.001041,0.000148,-0.000467,29.484300,0.805867,-6.356782,
0:00:00.903	0.013965,0.008131,-9.842401,-0.000376,-0.000385,-0.000867,29.644124,-0.864902,-7.741619,
0:00:01.121	0.018771,0.003329,-9.837633,0.001356,-0.000119,-0.001666,31.721847,0.063303,-7.939452,
0:00:01.339	0.009158,0.017733,-9.813792,-0.000642,0.000015,-0.000334,30.603071,-1.978749,-8.532953,
0:00:01.559	0.018771,0.008131,-9.847169,-0.000109,0.000414,-0.000467,30.603071,-0.493620,-8.928621,
0:00:01.769	0.018771,-0.011074,-9.837633,0.000290,-0.000784,-0.001266,30.603071,-1.236184,-8.137285,
0:00:01.988	0.028384,0.012932,-9.847169,-0.000908,0.000015,-0.000734,29.164644,-0.307979,-8.335121,
0:00:02.207	0.033190,0.003329,-9.837633,-0.000242,0.000947,-0.000734,29.324476,-1.607466,-8.928621,
0:00:02.434	0.013965,-0.001472,-9.832865,-0.000908,-0.000119,0.000465,30.283422,-1.236184,-8.928621,
0:00:02.652	0.028384,0.003329,-9.851938,-0.000509,0.000148,-0.001266,29.963773,-0.122338,-8.137285,
0:00:02.869	0.018771,0.003329,-9.861474,0.001089,-0.000385,-0.000734,29.644124,-0.493620,-7.741619,
0:00:03.079	0.037996,0.003329,-9.832865,0.000956,0.000680,-0.000201,29.644124,-1.978749,-9.324287,
0:00:03.188	0.013965,0.008131,-9.823328,0.000024,0.000148,-0.000467,31.082544,-2.164389,-8.730786,
0:00:03.409	0.033190,0.017733,-9.837633,0.000690,0.000547,0.000198,31.082544,-1.793107,-8.335121,
0:00:03.636	0.033190,0.012932,-9.813792,-0.000642,-0.000385,-0.000201,30.123598,-1.050543,-7.543784,
0:00:03.854	0.013965,0.003329,-9.828096,0.000157,-0.000252,-0.000467,30.123598,-1.050543,-8.335121,
0:00:04.073	0.013965,0.012932,-9.823328,0.000823,-0.000651,-0.000068,30.603071,-0.122338,-7.741619,
0:00:04.285	0.023577,-0.006273,-9.847169,-0.000109,-0.000252,-0.000201,29.164644,0.434585,-8.335121,
0:00:04.506	0.018771,0.012932,-9.818560,-0.000109,-0.000119,-0.000334,31.082544,-0.679261,-8.730786,
0:00:04.725	0.013965,-0.011074,-9.837633,0.000157,0.000281,-0.000334,31.562023,-0.493620,-8.532953,
0:00:04.948	0.028384,0.003329,-9.837633,0.001089,-0.000651,0.000198,30.283422,-0.122338,-8.532953,
0:00:05.166	0.013965,-0.006273,-9.832865,-0.000376,0.000015,-0.000201,30.603071,-0.493620,-9.324287,
0:00:05.373	0.018771,0.003329,-9.837633,0.000423,-0.000252,-0.000867,30.283422,-0.864902,-7.345951,
0:00:05.591	0.033190,-0.001472,-9.856706,0.000024,0.000281,-0.001533,29.644124,-0.122338,-9.719955,
0:00:05.701	0.009158,0.003329,-9.828096,-0.000775,-0.000518,-0.000068,30.123598,0.063303,-8.335121,
0:00:05.921	0.033190,0.012932,-9.832865,-0.000376,0.000148,0.000065,29.803949,-0.679261,-9.522122,
0:00:06.147	0.023577,0.003329,-9.842401,0.000024,0.000015,-0.001133,30.762895,0.434585,-7.939452,
0:00:06.366	0.042803,-0.006273,-9.823328,-0.000376,-0.000518,-0.000334,29.803949,-1.793107,-6.752450,
0:00:06.590	0.033190,0.003329,-9.847169,-0.000509,-0.000651,0.000065,29.484300,-0.679261,-7.148118,
0:00:06.809	0.028384,0.003329,-9.875779,0.000024,0.000148,-0.001133,29.963773,-0.122338,-7.345951,
0:00:07.027	0.028384,0.008131,-9.842401,0.000557,-0.000651,-0.000334,29.963773,-0.122338,-8.532953,
0:00:07.237	0.033190,0.008131,-9.828096,-0.000109,-0.000385,0.000065,31.562023,-1.236184,-9.324287,
0:00:07.456	0.023577,-0.015876,-9.818560,-0.000509,0.000281,-0.000334,29.644124,0.248944,-7.345951,
0:00:07.675	0.023577,0.012932,-9.837633,-0.000509,0.000148,0.000332,29.484300,-0.679261,-7.543784,
0:00:07.790	0.018771,-0.001472,-9.832865,-0.000509,0.000015,-0.001400,29.803949,0.063303,-8.335121,
0:00:08.011	0.023577,0.008131,-9.847169,0.000690,0.000281,-0.000467,29.803949,-1.421825,-8.335121,
0:00:08.230	0.018771,0.003329,-9.813792,0.000157,-0.000119,-0.000601,30.283422,-1.978749,-9.719955,
0:00:08.437	0.013965,0.008131,-9.842401,0.000557,0.000814,0.000332,30.123598,-2.164389,-9.126454,
0:00:08.656	0.028384,0.008131,-9.851938,-0.000242,-0.000252,-0.000201,29.484300,-2.164389,-7.543784,
0:00:08.875	0.013965,-0.011074,-9.813792,0.000024,-0.000385,0.000198,30.283422,-0.493620,-8.928621,
0:00:09.100	0.013965,0.003329,-9.837633,-0.000109,0.000148,-0.000601,30.603071,-1.236184,-8.532953,
0:00:09.319	0.042803,-0.015876,-9.832865,0.000024,0.000414,-0.000334,29.644124,0.248944,-9.324287,
0:00:09.538	0.013965,0.003329,-9.828096,-0.000509,-0.000385,0.000198,29.004819,-0.864902,-9.324287,
0:00:09.762	0.023577,0.003329,-9.828096,-0.000775,-0.000252,-0.000467,30.123598,-1.050543,-7.543784,
0:00:09.968	0.018771,0.017733,-9.861474,-0.000242,0.000281,-0.000867,30.283422,-0.864902,-8.928621,
0:00:10.191	0.037996,0.008131,-9.823328,0.000423,-0.000784,-0.000467,31.402198,-0.307979,-9.522122,
0:00:10.298	0.033190,0.008131,-9.851938,0.000423,0.000281,0.000332,29.324476,-1.607466,-8.137285,
0:00:10.519	0.018771,0.008131,-9.842401,-0.000376,0.000680,-0.001133,30.443246,-0.307979,-7.543784,
0:00:10.737	0.023577,0.012932,-9.847169,0.000956,0.000547,0.000332,30.443246,-0.679261,-8.335121,
0:00:10.962	0.033190,0.003329,-9.851938,-0.000109,0.000015,-0.000334,30.762895,-1.793107,-9.917787,
0:00:11.183	0.028384,0.008131,-9.828096,0.000956,-0.000518,0.000332,29.963773,0.620226,-8.137285,
0:00:11.392	0.033190,0.012932,-9.842401,0.000290,0.000015,-0.000334,30.443246,-0.679261,-7.543784,
0:00:11.611	0.018771,0.008131,-9.832865,-0.001041,0.000680,-0.000068,31.082544,-0.679261,-7.939452,
0:00:11.830	-0.000454,0.003329,-9.842401,0.000157,-0.000252,-0.000068,31.082544,-0.679261,-10.313455,
0:00:12.054	0.028384,0.012932,-9.851938,0.000290,-0.000651,-0.000334,29.963773,-0.493620,-8.137285,
0:00:12.273	0.018771,0.003329,-9.813792,0.000690,-0.000119,-0.000601,30.123598,-1.050543,-8.335121,
0:00:12.492	0.028384,0.003329,-9.847169,0.000290,0.000148,0.000065,30.283422,-1.236184,-8.928621,
0:00:12.701	0.028384,0.003329,-9.837633,0.000290,0.000547,-0.001799,30.603071,-0.122338,-7.741619,
0:00:12.918	0.023577,0.008131,-9.851938,0.000557,0.000148,-0.000734,30.762895,0.063303,-7.543784,
0:00:13.027	0.013965,-0.001472,-9.813792,0.000690,-0.000385,-0.000601,29.963773,-0.122338,-8.532953,
0:00:13.254	0.023577,0.008131,-9.828096,-0.000242,-0.000385,-0.000467,31.402198,-0.679261,-8.335121,
0:00:13.473	0.028384,0.003329,-9.809023,0.000157,-0.000252,-0.000334,29.963773,-1.607466,-7.741619,
0:00:13.691	0.004352,0.017733,-9.847169,0.000290,-0.000651,-0.000201,30.283422,-2.350030,-8.532953,
0:00:13.916	0.033190,-0.011074,-9.837633,0.000423,0.000015,-0.000201,30.603071,-0.493620,-8.137285,
0:00:14.134	0.013965,0.008131,-9.794719,-0.000109,-0.000252,-0.000734,29.484300,-1.050543,-7.939452,
0:00:14.354	0.023577,0.012932,-9.828096,0.000557,0.000414,0.000198,30.443246,-1.421825,-8.335121,
0:00:14.564	0.037996,0.003329,-9.828096,0.000024,0.000015,-0.001266,29.164644,0.805867,-8.335121,
0:00:14.783	0.033190,-0.001472,-9.832865,-0.000242,-0.000784,-0.000467,31.562023,-0.864902,-8.928621,
0:00:15.008	0.033190,-0.006273,-9.837633,0.000290,0.000414,0.000198,29.004819,-1.607466,-10.115622,
0:00:15.119	0.018771,-0.001472,-9.861474,0.000290,0.000281,-0.000334,29.963773,-1.236184,-7.741619,
0:00:15.338	0.037996,0.008131,-9.847169,0.000557,0.000414,-0.000334,29.803949,-1.793107,-7.939452,
0:00:15.558	0.009158,-0.001472,-9.851938,0.000024,-0.000252,-0.000467,28.205698,-1.050543,-9.126454,
0:00:15.764	0.018771,0.003329,-9.842401,0.000024,0.000015,-0.001133,29.644124,0.620226,-8.137285,
0:00:15.983	0.023577,0.003329,-9.842401,0.000557,-0.000119,-0.001266,30.603071,-1.236184,-8.532953,
0:00:16.201	0.018771,0.008131,-9.823328,-0.000775,0.000680,-0.000201,30.762895,-1.793107,-9.522122,
0:00:16.420	0.028384,0.008131,-9.856706,0.000423,-0.000917,-0.000601,30.603071,-0.122338,-8.137285,
0:00:16.639	0.023577,-0.001472,-9.828096,-0.000242,-0.000385,-0.000068,29.963773,-1.236184,-8.928621,
0:00:16.865	0.023577,-0.006273,-9.828096,-0.000376,-0.000385,-0.000201,31.562023,0.248944,-6.554617,
0:00:17.084	0.033190,0.003329,-9.851938,0.000157,0.000281,-0.000734,27.886049,-0.679261,-8.730786,
0:00:17.302	0.033190,-0.006273,-9.837633,0.000690,0.000281,-0.001133,29.963773,0.248944,-7.741619,
0:00:17.416	0.013965,0.003329,-9.809023,0.000823,-0.000651,-0.000867,30.762895,-0.679261,-9.522122,
0:00:17.636	0.037996,0.003329,-9.837633,0.000024,-0.000651,-0.000068,29.803949,0.063303,-7.939452,
0:00:17.858	0.028384,0.003329,-9.804255,0.000690,0.000148,-0.000068,30.123598,-0.307979,-7.939452,
0:00:18.067	0.023577,0.003329,-9.823328,-0.000376,-0.000784,-0.000601,30.123598,-0.307979,-7.148118,
0:00:18.286	0.028384,0.017733,-9.851938,0.000290,0.000148,-0.001000,30.123598,-0.679261,-8.730786,
0:00:18.505	0.037996,0.008131,-9.842401,0.000157,0.000814,0.000065,29.803949,-1.050543,-9.917787,
0:00:18.730	0.033190,-0.001472,-9.837633,0.000557,0.000414,-0.000201,30.603071,-0.493620,-8.532953,
0:00:18.949	0.013965,0.012932,-9.842401,-0.000109,0.000281,0.000465,30.283422,-0.122338,-7.741619,
0:00:19.168	0.028384,0.008131,-9.832865,-0.000242,0.000015,0.000731,30.283422,0.248944,-8.532953,
0:00:19.378	0.023577,0.008131,-9.828096,-0.000509,0.000015,-0.000068,30.123598,-1.050543,-8.335121,
0:00:19.597	0.023577,0.008131,-9.842401,0.000557,-0.000385,-0.000601,30.443246,-0.307979,-8.730786,
0:00:19.823	0.009158,-0.006273,-9.832865,0.000690,-0.000784,0.000332,29.644124,-1.607466,-8.532953,
0:00:19.930	0.033190,0.003329,-9.818560,-0.000376,-0.000385,-0.000734,30.762895,-0.307979,-9.126454,
0:00:20.151	0.023577,-0.006273,-9.818560,-0.000376,-0.000385,-0.000467,29.644124,0.991508,-7.345951,
0:00:20.360	0.013965,0.008131,-9.842401,0.000024,0.000148,-0.000467,30.443246,-1.050543,-7.543784,
0:00:20.580	0.023577,0.008131,-9.851938,0.000290,-0.000651,-0.000467,30.762895,-0.307979,-7.148118,
0:00:20.799	0.013965,0.008131,-9.828096,0.000024,0.000281,-0.000467,29.963773,-0.122338,-8.137285,
0:00:21.024	0.018771,0.017733,-9.837633,-0.000642,0.000414,0.000198,29.803949,1.548431,-8.730786,
0:00:21.236	-0.000454,0.008131,-9.832865,-0.000376,-0.000252,-0.000467,28.205698,-0.679261,-7.543784,
0:00:21.455	0.018771,0.003329,-9.828096,0.000157,0.000015,-0.000601,31.402198,-1.793107,-8.335121,
