2.77778E-07,0.023577,0.012932,-9.847169,-0.000453,-0.000132,0.0003,30.443246,0.434585,-7.939452,0.027777778
2.77778E-07,0.018771,0.008131,-9.847169,0.000213,0.0008,0.000166,29.004819,-0.864902,-7.741619,0.027777778
2.60417E-06,0.023577,0.003329,-9.847169,-0.00032,0.000534,0.0003,30.603071,-1.607466,-9.324287,0.260416667
5.16204E-06,0.018771,0.012932,-9.832865,-0.000586,0.0012,0.000699,30.603071,-1.978749,-9.719955,0.516203704
6.50463E-06,0.023577,0.012932,-9.823328,0.00008,-0.000398,0.000965,29.644124,0.620226,-8.928621,0.650462963
9.07407E-06,0.023577,0.003329,-9.809023,0.00008,0.0008,0.000166,29.803949,0.434585,-8.730786,0.907407407
2.78125E-05,0.009158,0.003329,-9.847169,0.000479,-0.000265,0.0003,30.443246,-0.307979,-7.939452,2.78125
2.78125E-05,0.028384,0.008131,-9.842401,0.00008,-0.000265,0.000699,31.562023,0.248944,-10.115622,2.78125
2.78125E-05,0.03319,-0.001472,-9.847169,0.000213,-0.000132,-0.000233,30.123598,-2.906954,-8.335121,2.78125
2.78125E-05,0.028384,0.003329,-9.823328,0.00008,-0.000265,0.000433,29.963773,-1.607466,-8.928621,2.78125
2.78125E-05,0.013965,0.003329,-9.813792,0.000746,0.000001,0.000699,30.443246,0.805867,-6.75245,2.78125
2.78125E-05,0.03319,0.003329,-9.847169,0.00008,-0.000931,-0.0001,30.603071,0.991508,-8.532953,2.78125
2.78125E-05,0.018771,0.012932,-9.828096,0.001411,0.000001,0.000965,30.123598,-0.679261,-7.939452,2.78125
2.88889E-05,0.018771,-0.011074,-9.847169,-0.000186,0.000667,0.000965,29.324476,-0.864902,-8.137285,2.888888889
3.14468E-05,0.028384,0.008131,-9.851938,-0.00032,0.000134,0.000033,30.922719,-0.864902,-8.137285,3.144675926
3.39931E-05,0.018771,-0.001472,-9.823328,0.000346,-0.000531,-0.000233,29.963773,-3.092595,-7.345951,3.399305556
3.65509E-05,0.03319,0.003329,-9.832865,-0.000186,0.000534,-0.000233,30.443246,-0.307979,-8.335121,3.655092593
3.90972E-05,0.018771,0.022534,-9.847169,0.000479,0.000534,-0.0001,29.324476,-0.49362,-9.324287,3.909722222
4.15972E-05,0.009158,0.008131,-9.785182,0.000346,0.000134,-0.0001,30.603071,0.248944,-8.137285,4.159722222
4.40278E-05,0.023577,0.008131,-9.828096,0.000213,0.0008,0.000433,30.123598,-1.793107,-8.730786,4.402777778
4.52894E-05,0.028384,0.008131,-9.837633,0.000346,0.0008,0.000033,29.963773,-0.122338,-6.950283,4.528935185
4.78472E-05,0.028384,-0.006273,-9.832865,0.000213,-0.000531,0.000832,30.603071,-1.607466,-8.928621,4.784722222
5.03704E-05,0.028384,0.003329,-9.823328,0.000213,0.000134,0.000832,29.4843,-0.679261,-8.335121,5.037037037
5.29051E-05,0.018771,0.003329,-9.856706,0.00008,-0.000265,0.0003,29.324476,-0.49362,-6.554617,5.290509259
5.54398E-05,0.03319,-0.011074,-9.823328,0.000346,0.000001,0.000699,30.283422,-1.607466,-8.137285,5.543981481
5.80556E-05,0.013965,0.008131,-9.842401,0.000213,0.000534,0.000832,30.123598,-0.679261,-8.335121,5.805555556
6.05903E-05,0.018771,-0.006273,-9.851938,-0.000186,0.000001,0.000433,30.123598,-0.679261,-7.939452,6.059027778
