Column1.1,Column1.2,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
0.000204421,-0.02321,-0.434683,-9.77446,-0.001036,-0.00035,0.000585,-20.07772,-0.985215,-14.013086,20.44212963
0.000206956,-0.02321,-0.444277,-9.788741,0.000296,-0.00035,-0.000481,-20.568233,-1.175478,-13.825742,20.69560185
0.000209479,-0.02321,-0.444277,-9.7697,-0.000104,0.000449,-0.000081,-21.058746,-4.029395,-15.511838,20.94791667
0.000212025,-0.042387,-0.444277,-9.77922,0.000828,-0.000084,0.000185,-19.4237,-1.365737,-13.6384,21.2025463
0.000214514,-0.028004,-0.425089,-9.78398,-0.000237,-0.000217,0.000585,-18.769683,-2.887829,-14.013086,21.45138889
0.000217188,-0.028004,-0.444277,-9.798259,-0.000237,0.000449,0.000052,-20.895242,-1.936523,-15.324494,21.71875
0.000219583,-0.013622,-0.444277,-9.793499,-0.000104,-0.000217,0.000718,-20.07772,-1.365737,-14.013086,21.95833333
0.000222164,-0.018416,-0.43948,-9.78398,0.000828,0.000049,-0.000214,-20.568233,-2.317044,-14.575119,22.21643519
0.00022463,-0.018416,-0.444277,-9.7697,0.000828,-0.000084,0.000185,-21.058746,-3.26835,-14.387774,22.46296296
0.00022588,-0.028004,-0.449074,-9.798259,0.000029,-0.00075,-0.00088,-20.731739,-2.507305,-14.013086,22.58796296
0.000228495,-0.02321,-0.449074,-9.793499,-0.00037,-0.000084,0.000185,-20.07772,-2.126784,-13.263711,22.84953704
0.000230984,-0.018416,-0.429886,-9.788741,0.000029,-0.000217,-0.000214,-19.260196,-2.317044,-15.699182,23.09837963
0.000233519,-0.018416,-0.429886,-9.788741,0.000562,0.000316,-0.000081,-20.895242,-3.458613,-13.825742,23.35185185
0.000236019,-0.032799,-0.43948,-9.788741,0.000961,0.000582,0.000185,-20.895242,-3.078089,-15.699182,23.60185185
0.000238576,-0.032799,-0.43948,-9.76494,-0.000237,0.000182,-0.00088,-19.587205,-1.175478,-14.949806,23.85763889
0.000241134,-0.02321,-0.429886,-9.77446,0.000296,0.000049,0.000984,-21.385755,-2.887829,-14.387774,24.11342593
0.000243611,-0.032799,-0.434683,-9.77446,0.000296,0.000182,-0.000081,-21.385755,-2.507305,-14.013086,24.36111111
0.000246157,-0.02321,-0.429886,-9.77922,0.000296,0.000582,-0.000214,-19.260196,-1.936523,-13.451054,24.61574074
0.000248681,-0.032799,-0.43948,-9.788741,0.000296,0.000182,0.000052,-19.750711,-2.507305,-14.387774,24.86805556
0.000251262,-0.028004,-0.434683,-9.793499,-0.000637,-0.000084,-0.000614,-19.914215,-1.555999,-14.575119,25.12615741
0.000252488,-0.032799,-0.43948,-9.793499,-0.000637,-0.000617,-0.000081,-19.914215,-0.794957,-14.949806,25.24884259
0.000255069,-0.037593,-0.43948,-9.793499,-0.000237,0.000449,0.000718,-19.587205,-2.697568,-13.451054,25.50694444
0.000257581,-0.02321,-0.43948,-9.81254,-0.00037,-0.000217,-0.000081,-18.769683,-3.26835,-14.013086,25.75810185
0.00026015,-0.028004,-0.429886,-9.77922,0.000429,0.000182,0.000052,-20.895242,-1.936523,-14.575119,26.0150463
0.000262662,-0.013622,-0.444277,-9.77922,-0.000237,0.000715,0.000318,-21.549259,-2.697568,-14.575119,26.2662037
0.000265162,-0.02321,-0.449074,-9.798259,-0.000503,0.000049,0.000451,-20.241224,-3.078089,-14.20043,26.5162037
0.000267708,-0.032799,-0.425089,-9.78398,-0.000104,0.000981,0.000585,-20.895242,-3.078089,-14.949806,26.77083333
0.000270255,-0.02321,-0.444277,-9.77922,0.000429,-0.000617,0.000585,-20.568233,0.346612,-15.699182,27.02546296
0.000272743,-0.02321,-0.43948,-9.788741,0.000162,-0.000483,0.000185,-19.587205,-3.078089,-14.20043,27.27430556
0.000275278,-0.018416,-0.434683,-9.788741,-0.00037,-0.000617,0.000585,-20.895242,-1.936523,-13.825742,27.52777778
0.000277766,-0.013622,-0.43948,-9.798259,-0.000637,0.000316,0.000052,-20.241224,-2.317044,-14.949806,27.77662037
0.000279086,-0.013622,-0.444277,-9.803019,-0.00077,-0.000217,0.000451,-20.241224,-2.317044,-14.575119,27.90856481
0.000281632,-0.013622,-0.425089,-9.77922,0.000429,-0.000217,0.000185,-19.4237,-1.74626,-13.6384,28.16319444
0.000284167,-0.02321,-0.43948,-9.788741,-0.000104,0.000449,0.000984,-20.568233,-1.555999,-14.575119,28.41666667
0.000286667,-0.02321,-0.434683,-9.80778,0.000695,0.000449,0.001384,-18.769683,-2.507305,-15.13715,28.66666667
0.000289225,-0.02321,-0.420292,-9.78398,0.000296,-0.000217,0.00125,-20.731739,-2.126784,-15.886525,28.9224537
0.000291759,-0.032799,-0.429886,-9.77922,-0.000237,-0.000217,0.001117,-19.4237,-2.126784,-14.387774,29.17592593
0.000294282,-0.028004,-0.43948,-9.78398,0.000162,-0.00035,-0.000081,-19.750711,-2.887829,-15.886525,29.42824074
0.000296829,-0.028004,-0.434683,-9.78398,-0.000237,0.000715,0.001517,-20.731739,-2.887829,-11.76496,29.68287037
0.000299329,-0.028004,-0.444277,-9.798259,0.000296,-0.000617,0.000984,-21.385755,-1.74626,-15.13715,29.93287037
0.00030191,-0.032799,-0.434683,-9.78398,0.000429,-0.000217,-0.000214,-20.241224,-3.839134,-14.949806,30.19097222
0.000304375,-0.037593,-0.425089,-9.803019,0.000695,-0.000084,-0.000481,-20.568233,-2.317044,-16.073867,30.4375
0.000306968,-0.02321,-0.434683,-9.788741,0.000029,0.000182,-0.000614,-20.895242,-1.555999,-14.20043,30.69675926
0.000308218,-0.032799,-0.429886,-9.803019,0.000296,-0.000217,-0.001812,-21.87627,-1.175478,-12.70168,30.82175926
0.000310706,-0.028004,-0.43948,-9.77922,0.000296,0.000582,0.000451,-21.712766,-4.029395,-14.387774,31.07060185
0.000313299,-0.028004,-0.429886,-9.77922,0.000296,-0.00035,0.000318,-19.587205,-2.697568,-16.073867,31.32986111
0.00031581,-0.02321,-0.453871,-9.803019,0.000029,0.000316,0.000318,-19.750711,-3.26835,-15.13715,31.58101852
0.000318333,-0.018416,-0.43948,-9.77922,0.000961,0.000049,0.000052,-21.222251,-1.936523,-15.699182,31.83333333
0.000320903,-0.032799,-0.434683,-9.793499,-0.000237,0.000049,-0.000081,-20.731739,-2.507305,-14.387774,32.09027778
0.000323403,-0.018416,-0.434683,-9.7697,-0.000237,-0.000483,0.000984,-20.568233,-1.555999,-13.825742,32.34027778
0.000325972,-0.018416,-0.429886,-9.77922,0.000828,0.000049,0.000585,-20.568233,-1.555999,-14.575119,32.59722222
0.000328449,-0.013622,-0.43948,-9.788741,-0.000637,-0.00035,0.000851,-19.4237,-4.029395,-15.511838,32.84490741
0.000330995,-0.028004,-0.444277,-9.793499,0.000029,-0.000617,-0.000081,-19.587205,-1.936523,-14.949806,33.09953704
0.000333738,-0.018416,-0.449074,-9.803019,-0.000104,0.001115,0.001384,-20.731739,-0.985215,-14.762462,33.37384259
0.000334931,-0.02321,-0.429886,-9.788741,0.000029,-0.000217,0.000451,-21.549259,-3.078089,-15.324494,33.49305556
0.000337523,-0.028004,-0.43948,-9.77922,0.000429,0.000449,0.000984,-20.241224,-2.317044,-13.451054,33.75231481
0.000340058,-0.028004,-0.43948,-9.78398,0.000162,-0.000617,0.000851,-20.241224,-1.175478,-14.949806,34.00578704
0.000342616,-0.02321,-0.429886,-9.7697,0.000562,0.000316,0.000185,-21.549259,-1.555999,-13.451054,34.26157407
0.000345116,-0.02321,-0.444277,-9.77922,0.000695,-0.000483,0.000185,-20.568233,-1.936523,-13.825742,34.51157407
0.000347639,-0.02321,-0.434683,-9.77446,0.000296,0.000449,0.001117,-20.07772,-0.985215,-14.762462,34.76388889
0.000350208,-0.02321,-0.434683,-9.77446,0.000296,0.000182,0.000585,-20.241224,-2.697568,-14.20043,35.02083333
0.000352708,-0.032799,-0.429886,-9.80778,0.000429,-0.00035,-0.000614,-19.914215,-2.317044,-14.20043,35.27083333
0.000355231,-0.02321,-0.434683,-9.798259,0.001095,-0.000217,0.000451,-18.442672,-1.74626,-14.762462,35.52314815
0.000356528,-0.028004,-0.425089,-9.77922,-0.001169,0.000582,-0.000214,-20.404727,-2.887829,-15.13715,35.65277778
0.000359028,-0.013622,-0.43948,-9.77922,-0.000503,-0.000084,-0.000214,-19.750711,-3.648873,-14.013086,35.90277778
0.000361528,-0.02321,-0.43948,-9.77922,-0.000637,-0.000084,0.000984,-20.895242,-1.175478,-14.575119,36.15277778
0.000364051,-0.032799,-0.429886,-9.77922,0.000162,0.000316,0.000052,-19.096693,-2.887829,-14.387774,36.40509259
0.000366609,-0.032799,-0.434683,-9.77922,0.000029,0.000182,0.000185,-19.914215,-3.458613,-15.699182,36.66087963
0.00036919,-0.032799,-0.425089,-9.793499,0.000429,-0.000483,-0.000348,-19.914215,-1.936523,-14.949806,36.91898148
0.00037169,-0.018416,-0.429886,-9.77922,0.000162,-0.000217,0.00125,-18.933187,-1.936523,-13.825742,37.16898148
0.000374236,-0.028004,-0.434683,-9.788741,-0.000237,0.000449,0.000185,-19.096693,-2.126784,-14.387774,37.42361111
0.000376759,-0.008828,-0.444277,-9.793499,-0.000104,0.000316,0.000318,-21.058746,-1.365737,-14.762462,37.67592593
0.000379329,-0.028004,-0.434683,-9.77446,0.000562,-0.000617,0.000585,-20.07772,-0.985215,-13.6384,37.93287037
0.000381817,-0.028004,-0.43948,-9.78398,-0.000104,0.000182,0.000585,-19.750711,-2.126784,-14.387774,38.18171296
0.000384329,-0.013622,-0.429886,-9.822059,0.000296,0.000049,-0.000348,-19.914215,-0.414431,-14.20043,38.43287037
0.000385613,-0.032799,-0.434683,-9.793499,0.000562,-0.00035,0.000984,-20.568233,-3.078089,-13.825742,38.56134259
0.00038816,-0.032799,-0.429886,-9.77922,-0.00037,0.000715,0.000718,-20.404727,-1.74626,-15.13715,38.81597222
0.00039066,-0.018416,-0.43948,-9.793499,-0.00077,-0.000617,0.000052,-20.07772,-1.74626,-14.762462,39.06597222
0.000393241,-0.013622,-0.434683,-9.788741,-0.000104,0.000582,0.000185,-20.895242,-2.697568,-15.699182,39.32407407
0.000395775,-0.028004,-0.43948,-9.78398,-0.00077,-0.000483,-0.000481,-21.712766,-2.126784,-14.762462,39.5775463
0.000398287,-0.02321,-0.43948,-9.793499,-0.000104,0.000582,0.001517,-19.4237,-3.26835,-13.6384,39.8287037
0.000400833,-0.013622,-0.429886,-9.77446,0.000695,0.000049,-0.001013,-20.731739,-2.507305,-15.511838,40.08333333
0.000403299,-0.02321,-0.434683,-9.788741,0.000029,-0.000084,0.000984,-19.4237,-2.887829,-14.762462,40.32986111
0.000405903,-0.018416,-0.444277,-9.788741,-0.000104,-0.000084,-0.000614,-20.895242,-1.936523,-15.324494,40.59027778
0.000408403,-0.037593,-0.434683,-9.78398,0.000296,0.000316,0.000451,-19.914215,-2.317044,-14.949806,40.84027778
0.000410903,-0.02321,-0.434683,-9.793499,0.000162,-0.00035,0.000585,-19.4237,-2.507305,-12.889022,41.09027778
0.000412188,-0.013622,-0.434683,-9.793499,0.000162,0.000049,0.000585,-19.914215,-2.317044,-14.20043,41.21875
0.000414699,-0.018416,-0.434683,-9.77446,0.000296,0.000049,0.000585,-20.404727,-0.604694,-15.13715,41.46990741
0.000417222,-0.02321,-0.425089,-9.793499,0.000695,0.000848,-0.000348,-19.750711,-1.365737,-15.13715,41.72222222
0.00041978,-0.008828,-0.420292,-9.803019,0.000562,0.000449,-0.000348,-20.07772,-0.604694,-14.387774,41.97800926
0.00042235,-0.018416,-0.425089,-9.7697,-0.000637,0.000582,0.000185,-19.914215,-3.458613,-15.324494,42.2349537
0.000424826,-0.02321,-0.43948,-9.788741,-0.000503,-0.000217,-0.000081,-19.096693,-2.887829,-14.013086,42.48263889
0.000427361,-0.042387,-0.434683,-9.77922,0.000162,0.000049,-0.000614,-19.914215,-3.078089,-14.20043,42.73611111
0.000429884,-0.02321,-0.434683,-9.77446,0.000162,0.000182,-0.000747,-19.096693,-1.365737,-14.387774,42.98842593
0.000432465,-0.02321,-0.420292,-9.803019,-0.000503,0.000182,-0.000481,-20.568233,-2.317044,-14.575119,43.24652778
0.000435012,-0.02321,-0.444277,-9.798259,0.000029,0.000182,0.000451,-21.549259,-2.697568,-15.699182,43.50115741
0.000437535,-0.042387,-0.43948,-9.798259,0.001361,-0.000883,0.000185,-20.07772,-2.507305,-14.013086,43.75347222
0.000438796,-0.02321,-0.444277,-9.788741,0.000429,0.000182,0.000318,-18.933187,-1.555999,-14.949806,43.87962963
0.000441308,-0.047181,-0.434683,-9.803019,0.001095,0.000049,0.001117,-19.914215,-1.936523,-16.073867,44.13078704
0.000443831,-0.028004,-0.434683,-9.798259,0.000562,-0.000217,0.000052,-20.568233,-2.697568,-14.949806,44.38310185
0.0004464,-0.02321,-0.429886,-9.77922,-0.00037,-0.00075,0.000718,-19.914215,-1.555999,-14.949806,44.6400463
0.000449039,-0.028004,-0.420292,-9.788741,-0.000237,0.000182,-0.000081,-20.404727,-3.26835,-14.013086,44.90393519
0.000451412,-0.028004,-0.43948,-9.788741,-0.00077,-0.00035,-0.000747,-20.404727,-2.507305,-15.886525,45.1412037
0.000453958,-0.013622,-0.429886,-9.798259,-0.00037,0.000316,0.001117,-19.4237,-2.887829,-14.387774,45.39583333
0.000456539,-0.02321,-0.434683,-9.798259,-0.00037,-0.00035,0.001117,-20.404727,-2.126784,-14.387774,45.65393519
0.000459051,-0.02321,-0.434683,-9.793499,0.000029,0.001248,0.000052,-20.895242,-1.936523,-14.949806,45.90509259
0.000461539,-0.032799,-0.43948,-9.77922,0.000695,-0.000483,-0.000214,-20.568233,-1.936523,-15.699182,46.15393519
0.000464086,-0.032799,-0.425089,-9.793499,-0.000237,-0.000084,0.000718,-20.241224,-3.078089,-14.575119,46.40856481
0.000466632,-0.018416,-0.434683,-9.7697,-0.001036,0.000449,0.000318,-21.058746,-2.887829,-16.6359,46.66319444
0.000467836,-0.028004,-0.43948,-9.788741,-0.000237,0.000316,0.000451,-19.260196,-4.219657,-13.825742,46.78356481
0.000470463,-0.013622,-0.425089,-9.798259,0.000296,-0.00035,0.000984,-19.914215,-2.697568,-14.20043,47.0462963
0.000472975,-0.032799,-0.425089,-9.822059,0.000162,0.000316,0.001117,-20.404727,-0.985215,-13.263711,47.2974537
0.000475486,-0.018416,-0.449074,-9.78398,-0.00037,0.000049,0.000585,-20.241224,-0.794957,-13.825742,47.54861111
0.000478056,-0.018416,-0.43948,-9.788741,0.000029,-0.000217,0.000984,-19.260196,-1.555999,-14.949806,47.80555556
0.000480544,-0.013622,-0.434683,-9.803019,-0.000237,-0.000217,0.000718,-20.241224,-1.936523,-13.076368,48.05439815
0.000483079,-0.02321,-0.434683,-9.788741,-0.000903,-0.000217,0.000585,-21.058746,-3.648873,-14.762462,48.30787037
0.000485648,-0.028004,-0.429886,-9.78398,-0.000104,-0.000084,0.000451,-20.895242,-3.458613,-14.949806,48.56481481
0.000488171,-0.02321,-0.425089,-9.80778,-0.000104,0.000182,0.000585,-19.914215,-2.317044,-13.451054,48.81712963
0.00049066,-0.028004,-0.43948,-9.793499,-0.000503,-0.000084,0.000451,-20.241224,-3.078089,-16.073867,49.06597222
0.000493252,-0.032799,-0.425089,-9.788741,-0.000503,-0.001016,-0.000348,-19.914215,-2.317044,-13.451054,49.32523148
0.000494514,-0.02321,-0.425089,-9.80778,-0.000237,0.000449,0.000585,-20.07772,-1.74626,-15.511838,49.45138889
0.000497025,-0.018416,-0.434683,-9.7697,0.000162,0.000049,0.000185,-19.4237,-2.507305,-15.886525,49.7025463
0.00049956,-0.013622,-0.444277,-9.7697,0.000162,0.000449,-0.000481,-19.914215,-3.458613,-15.324494,49.95601852
0.000502106,-0.032799,-0.43948,-9.788741,-0.000637,-0.000084,0.000718,-22.039773,-4.409918,-13.6384,50.21064815
0.000504595,-0.032799,-0.444277,-9.803019,0.000296,0.000049,0.000052,-19.096693,-3.648873,-12.889022,50.45949074
0.000507164,-0.028004,-0.449074,-9.77922,-0.000237,-0.000617,0.000451,-20.731739,-0.224172,-13.6384,50.71643519
0.000509699,-0.042387,-0.444277,-9.80778,0.000429,-0.001149,0.000851,-19.914215,-2.697568,-13.076368,50.96990741
0.000512176,-0.02321,-0.434683,-9.77922,0.000429,0.000582,-0.001147,-19.750711,-2.507305,-13.263711,51.21759259
0.000514769,-0.018416,-0.429886,-9.77446,-0.000637,0.000582,0.000318,-19.914215,-1.936523,-13.825742,51.47685185
